Cause,Donor_Name,Amount,Donor_history,Donor_history_2,Donor_history_3
Water  Sanitation,Canadian Wildlife Service,,"Invested $270,000 to establish a water sanitation training program for local volunteers.","Donated $140,000 to improve water sanitation access for indigenous communities.","Invested approximately $400,000 in renewable energy projects."
Water  Sanitation,China State Forestry Administration (SFA),,"Contributed $60,000 towards distributing water filters to families in need.","Supported a youth-led water conservation campaign with a donation of $55,000.","Contributed $150,000 to fund wildlife protection initiatives."
Water  Sanitation,German Corporation for International Cooperation GmbH (GIZ),,"Pledged $350,000 to combat water contamination through community-based interventions.","Invested $180,000 in developing low-cost sanitation solutions for urban slums.","Pledged $300,000 towards climate change research and advocacy."
Water  Sanitation,Japan Fund for Global Environment (JFGE),,"Donated $80,000 to implement sanitation infrastructure in informal settlements.","Invested approximately $500,000 to launch a comprehensive water campaign addressing sanitation challenges.","Donated $50,000 to provide clean energy solutions for rural communities."
Water  Sanitation,Japan Ministry of the Environment,,"Invested $230,000 in a mobile water treatment unit for disaster relief efforts.","Helped blind people by donating $250,000 to fund water sanitation projects tailored to their needs.","Endowed $80,000 to establish a fund for sustainable agriculture practices."
Water  Sanitation,"Netherlands Enterprise Agency (RVO), Sustainable Water Fund (FDW)",,"Helped empower women by donating $125,000 to support their involvement in water sanitation projects.","Contributed $30,000 towards implementing innovative water purification technologies.","Sponsored an environmental conference with a donation of $30,000 to promote conservation efforts."
Water  Sanitation,Netherlands Ministry of Foreign Affairs (DGIS),,"Contributed $45,000 towards promoting sustainable water management practices in agriculture.","Donated $40,000 to support research on innovative water sanitation technologies.","Supported environmental education with a grant of $200,000 to develop awareness programs."
Water  Sanitation,Netherlands Fonds Duurzaam Water,,"Pledged $95,000 to fund water sanitation education programs in schools.","Donated $70,000 to a nonprofit organization specializing in water sanitation research.","Invested $190,000 in a startup developing eco-friendly technology solutions."
Water  Sanitation,Netherlands Embassy in Mali,,"Donated $140,000 to improve water sanitation access for indigenous communities.","Supported the construction of community-led water purification systems with a donation of $150,000.","Donated $140,000 to an environmental charity working to protect endangered species."
Water  Sanitation,Norwegian Environment Agency,,"Invested $180,000 in developing low-cost sanitation solutions for urban slums.","Contributed $60,000 towards distributing water filters to families in need.","Donated $200,000 to support rural development initiatives last year."
Water  Sanitation,United States Agency for International Development (USAID),,"Supported a youth-led water conservation campaign with a donation of $55,000.","Donated $80,000 to implement sanitation infrastructure in informal settlements.","Invested approximately $400,000 in projects aimed at improving rural infrastructure."
Water  Sanitation,Avendus Group,,"Pledged $300,000 to scale up a successful water purification project in developing countries.","Helped empower women by donating $125,000 to support their involvement in water sanitation projects.","Contributed $150,000 to fund agricultural programs for rural communities."
Water  Sanitation,Avina Coca-Cola,,"Donated $50,000 to provide clean water access for refugees in temporary shelters.","Donated $140,000 to improve water sanitation access for indigenous communities.","Pledged $300,000 towards the development of sustainable practices in rural areas."
Water  Sanitation,Danone,,"Invested $320,000 in rehabilitating contaminated water sources in conflict zones.","Donated $50,000 to provide clean water access for refugees in temporary shelters.","Donated $50,000 to provide vocational training for rural youth."
Water  Sanitation,Dutch Postcode Lottery (Nationale Postcode Loterij),,"Contributed $90,000 towards implementing water recycling systems in industrial settings.","Invested $400,000 to upgrade aging water infrastructure in urban centers.","Endowed $80,000 to establish a fund for small business development in rural regions."
Water  Sanitation,Keidanren Nature Conservation Fund (KNCF),,"Pledged $160,000 to establish water purification plants in drought-affected regions.","Contributed $150,000 to fund agricultural programs for rural communities.","Sponsored a rural development conference with a donation of $30,000 to promote collaboration."
Water  Sanitation,National Geographic Society,,"Donated $40,000 to support research on innovative water sanitation technologies.","Endowed $80,000 to establish a fund for small business development in rural regions.","Supported rural literacy with a grant of $200,000 to establish community libraries."
